Word,PoS,N_senses,N_synonyms,N_hypernyms,N_hyponyms,N_antonyms,Google_freq,Movie_freq,Movie_freq_pm,BlogFreq,BlogFreqPm,BlogCD,BlogCDPc,TwitterFreq,TwitterFreqPm,TwitterCD,NewsFreq,NewsFreqPm,NewsCD,NewsCDPc,Concreteness_M,RT_correct_mean,RT_correct_std,Rank_L2,Rank_L1,Diff_L1_L2,Word_length,Phonetics_length,N_syllables,N_morphemes,N_suffixes,Prefix_length,Suffix_length,Prefix_famsize,Suffix_famsize,Root_famsize,Level
ahead,adverb,6,5,0,0,1,28375319,9061,177.6666667,3543,92.9146,3418,0.3801,2757,88.9981,2734,4210,119.5468,4131,0.4089,3,995.029661,564.3236539,2473,234,2239,5,7,2,1,0,0,0,0,0,1,b1
aid,noun,6,4,4,3,0,50022454,604,11.84313725,1139,29.8701,1034,0.115,490,15.8176,481,1997,56.7066,1849,0.183,3.1,1026.197309,626.4879633,6194,8508,-2314,3,7,1,1,0,0,0,0,0,2,b2
aid,verb,6,2,2,2,0,50022454,95,1.862745098,1139,29.8701,1034,0.115,490,15.8176,481,1997,56.7066,1849,0.183,3.1,1026.197309,626.4879633,6194,8508,-2314,3,7,1,1,0,0,0,0,0,2,b2
aide,noun,2,2,2,2,0,3306173,103,2.019607843,105,2.7536,97,0.0108,35,1.1298,33,539,15.3054,524,0.0519,3.59,1262.377778,680.260177,37228,20295,16933,4,7,1,1,0,0,0,0,0,1,c1
aim,noun,11,3,4,3,0,28951240,240,4.705882353,810,21.2421,776,0.0863,503,16.2372,483,494,14.0276,487,0.0482,3.27,959.025,490.6917918,6814,8143,-1329,3,7,1,1,0,0,0,0,0,4,b1
aim,verb,11,6,7,3,0,28951240,503,9.862745098,810,21.2421,776,0.0863,503,16.2372,483,494,14.0276,487,0.0482,3.27,959.025,490.6917918,6814,8143,-1329,3,7,1,1,0,0,0,0,0,4,b1
air,noun,15,6,9,6,0,160850401,7043,138.0980392,5400,141.6141,4853,0.5396,3843,124.055,3763,5854,166.2296,5360,0.5306,4.11,858.7368421,512.6068863,841,178,663,3,6,1,1,0,0,0,0,0,49,a1
aircraft,noun,1,0,1,1,0,24745739,482,9.450980392,422,11.0669,347,0.0386,63,2.0337,62,870,24.7044,804,0.0796,4.4,1044.154472,719.648123,3192,2508,684,8,12,2,2,0,0,0,0,0,73,b2
airline,noun,2,2,2,0,0,18665709,331,6.490196078,308,8.0772,248,0.0276,213,6.8758,209,1148,32.5985,1018,0.1008,4,1048.036885,657.4046698,1047,4040,-2993,7,11,2,2,0,0,0,0,0,113,a2
airport,noun,1,1,1,1,0,67473261,1934,37.92156863,1220,31.9943,1066,0.1185,1865,60.2036,1820,2816,79.9629,2470,0.2445,4.87,891.8061674,403.0513454,58,4835,-4777,7,10,2,2,0,0,0,0,0,89,a1
alarm,noun,6,4,4,2,0,17059844,1294,25.37254902,592,15.5251,530,0.0589,852,27.5032,823,466,13.2325,445,0.044,4.47,876.347619,395.4943465,2298,156,2142,5,8,2,1,0,0,0,0,0,3,b1
alarm,verb,6,2,2,2,0,17059844,226,4.431372549,592,15.5251,530,0.0589,852,27.5032,823,466,13.2325,445,0.044,4.47,876.347619,395.4943465,2298,156,2142,5,8,2,1,0,0,0,0,0,3,b2
album,noun,2,1,2,2,0,77914316,522,10.23529412,3967,104.0339,2901,0.3226,4514,145.7154,4382,2023,57.4449,1798,0.178,4.69,925.9070796,457.6370568,2594,3521,-927,5,8,2,1,0,0,0,0,0,1,b1
alcohol,noun,2,1,2,2,0,25061615,844,16.54901961,1747,45.8148,1476,0.1641,881,28.4394,856,1864,52.93,1713,0.1696,4.76,996.6411483,640.8757908,846,2608,-1762,7,11,3,1,0,0,0,0,0,4,b1
alcoholic,adjective,3,1,0,0,1,3947219,92,1.803921569,317,8.3133,296,0.0329,170,5.4877,170,204,5.7928,200,0.0198,3.37,1056.473251,718.4332603,1473,11502,-10029,9,13,4,2,1,0,2,0,1014,4,b1
alert,adjective,8,1,0,0,1,32472727,559,10.96078431,530,13.8992,508,0.0565,949,30.6345,928,641,18.2018,622,0.0616,2.59,921.6068376,468.2096199,2022,6275,-4253,5,8,2,1,0,0,0,0,0,3,c1
alert,noun,8,3,3,2,0,32472727,91,1.784313725,530,13.8992,508,0.0565,949,30.6345,928,641,18.2018,622,0.0616,2.59,921.6068376,468.2096199,2022,6275,-4253,5,8,2,1,0,0,0,0,0,3,c1
alert,verb,8,1,1,1,0,32472727,401,7.862745098,530,13.8992,508,0.0565,949,30.6345,928,641,18.2018,622,0.0616,2.59,921.6068376,468.2096199,2022,6275,-4253,5,8,2,1,0,0,0,0,0,3,c1
alien,adjective,7,2,0,0,0,10490554,520,10.19607843,872,22.868,751,0.0835,315,10.1684,305,191,5.4236,185,0.0183,3.52,950.7043478,490.970138,5672,11602,-5930,5,11,2,1,0,0,0,0,0,7,c1
alien,noun,7,3,3,2,2,10490554,366,7.176470588,872,22.868,751,0.0835,315,10.1684,305,191,5.4236,185,0.0183,3.52,950.7043478,490.970138,5672,11602,-5930,5,11,2,1,0,0,0,0,0,7,b2
align,verb,4,3,4,3,1,5478643,34,0.666666667,146,3.8288,143,0.0159,83,2.6793,83,88,2.4988,88,0.0087,2.79,1073.520179,789.7057545,12467,11359,1108,5,9,2,2,0,1,0,309,0,64,c1
alignment,noun,4,2,4,4,1,7454436,66,1.294117647,118,3.0945,110,0.0122,83,2.6793,82,113,3.2087,111,0.011,3.26,1218.236607,947.4408449,13296,11650,1646,9,13,3,3,1,1,4,309,288,64,c1
alike,adjective,2,1,0,0,1,6220739,157,3.078431373,582,15.2628,573,0.0637,417,13.4611,409,498,14.1412,486,0.0481,2.38,990.8740157,387.2694723,7922,2398,5524,5,9,2,2,0,1,0,309,0,74,c1
alike,adverb,2,1,0,0,0,6220739,424,8.31372549,582,15.2628,573,0.0637,417,13.4611,409,498,14.1412,486,0.0481,2.38,990.8740157,387.2694723,7922,2398,5524,5,9,2,2,0,1,0,309,0,74,c1
alive,adjective,7,2,0,0,2,16064787,7874,154.3921569,2212,58.0093,2111,0.2347,2326,75.0851,2275,1356,38.5048,1334,0.132,3.14,897.8787879,365.3580412,1575,7388,-5813,5,9,2,2,0,1,0,309,0,14,a2
all,adverb,3,1,0,0,1,2022459848,97871,1919.039216,144977,3801.9964,117830,13.1026,125737,4058.8875,120051,66036,1875.1521,60832,6.0215,2.27,878.9227273,411.9877181,1216,6952,-5736,3,6,1,1,0,0,0,0,0,6,a2
all,determiner,3,0,0,0,0,2022459848,162254,3181.45098,144977,3801.9964,117830,13.1026,125737,4058.8875,120051,66036,1875.1521,60832,6.0215,2.27,878.9227273,411.9877181,1216,6952,-5736,3,6,1,1,0,0,0,0,0,6,a1
allegation,noun,2,1,2,2,0,1284509,27,0.529411765,77,2.0193,75,0.0083,5,0.1614,5,231,6.5595,227,0.0225,1.79,1201.266332,669.1735249,21185,17193,3992,10,14,4,3,2,0,6,0,2536,4,c1
allege,verb,1,1,1,1,0,633028,11,0.215686275,28,0.7343,28,0.0031,2,0.0646,2,222,6.3039,216,0.0214,1.76,1560.358108,1060.422628,37280,35568,1712,6,9,2,1,0,0,0,0,0,4,c1
alliance,noun,5,4,5,2,1,22666723,471,9.235294118,478,12.5355,443,0.0493,242,7.8119,239,953,27.0613,910,0.0901,2.5,996.4535714,490.529892,6240,8639,-2399,8,12,3,2,1,0,4,0,323,3,c1
allocate,verb,1,1,1,1,0,3019079,8,0.156862745,39,1.0228,38,0.0042,12,0.3874,11,76,2.1581,75,0.0074,2.38,1075.373333,632.516257,12666,9379,3287,8,12,3,3,1,1,3,309,937,25,c1
allocation,noun,3,3,3,2,0,11756315,10,0.196078431,77,2.0193,74,0.0082,42,1.3558,42,106,3.01,104,0.0103,2.32,1170.121951,802.5643214,11776,16904,-5128,10,14,4,4,2,1,6,309,2536,25,c1
allow,verb,10,9,7,4,3,67052567,2259,44.29411765,4296,112.6618,4121,0.4583,1246,40.2218,1238,4666,132.4953,4559,0.4513,2.41,1020.585774,721.4857045,1971,11579,-9608,5,8,2,1,0,0,0,0,0,5,a2
allowance,noun,7,3,6,4,0,6163760,265,5.196078431,237,6.2153,207,0.023,40,1.2912,40,148,4.2026,141,0.014,3.07,1156.373134,767.0077438,8133,5793,2340,9,11,3,2,1,0,4,0,323,5,c1
almost,adverb,1,1,0,0,0,66395121,9845,193.0392157,12188,319.6282,11679,1.2987,9000,290.527,8867,7707,218.8472,7547,0.747,1.66,884.1581395,295.8358871,810,2993,-2183,6,12,2,1,0,0,0,0,0,1,a2
alone,adjective,6,3,0,0,0,39326417,9585,187.9411765,5712,149.7962,5420,0.6027,4039,130.382,3936,2900,82.3481,2860,0.2831,2.86,868.5104603,387.0730487,233,5636,-5403,5,9,2,1,0,0,0,0,0,2,a2
alone,adverb,6,2,0,0,0,39326417,5945,116.5686275,5712,149.7962,5420,0.6027,4039,130.382,3936,2900,82.3481,2860,0.2831,2.86,868.5104603,387.0730487,233,5636,-5403,5,9,2,1,0,0,0,0,0,2,a2
along,adverb,1,1,0,0,0,83444756,6659,130.5686275,12573,329.7247,11958,1.3297,3623,116.9532,3607,10989,312.0426,10734,1.0625,2.14,967.7325103,507.4815374,1470,9394,-7924,5,7,2,1,0,0,0,0,0,2,a2
along,preposition,1,0,0,0,0,83444756,2672,52.39215686,12573,329.7247,11958,1.3297,3623,116.9532,3607,10989,312.0426,10734,1.0625,2.14,967.7325103,507.4815374,1470,9394,-7924,5,7,2,1,0,0,0,0,0,2,a2
alongside,preposition,1,0,0,0,0,4743589,111,2.176470588,861,22.5796,851,0.0946,132,4.2611,132,933,26.4934,930,0.0921,2.82,1173.810484,708.5019438,8093,17228,-9135,9,12,3,2,0,0,0,0,0,60,b2
already,adverb,1,0,0,0,0,108324565,16234,318.3137255,13623,357.2608,12960,1.4411,14496,467.9421,14399,10826,307.4141,10633,1.0525,1.64,894.8844622,385.1160638,996,3267,-2271,7,10,3,1,0,0,0,0,0,1,a2
also,adverb,1,1,0,0,0,616829742,10523,206.3333333,55335,1451.1507,50059,5.5665,16322,526.8868,16170,58762,1668.6002,56617,5.6043,1.83,906.6034483,532.2152655,3791,133,3658,4,9,2,1,0,0,0,0,0,1,a1
alter,verb,5,4,3,3,0,7831337,213,4.176470588,470,12.3257,444,0.0494,190,6.1333,183,354,10.0522,348,0.0344,3.07,1239.631579,810.3386225,10838,10753,85,5,7,2,1,0,0,0,0,0,5,b2
altogether,adverb,4,3,0,0,1,4070166,327,6.411764706,575,15.0793,571,0.0635,65,2.0983,64,396,11.2448,395,0.0391,2.36,1348.95,862.5595064,15139,17997,-2858,10,13,4,1,0,0,0,0,0,1,b2
always,adverb,2,3,0,0,1,127634767,33384,654.5882353,26646,698.7867,23767,2.6429,29268,944.7936,28482,12118,344.1016,11375,1.126,1.71,922.6076555,395.382956,842,8768,-7926,6,11,2,1,0,0,0,0,0,1,a1
amateur,adjective,4,2,0,0,0,42265916,190,3.725490196,421,11.0407,366,0.0407,180,5.8105,179,401,11.3868,380,0.0376,2.31,1016.589286,602.8854393,3506,7725,-4219,7,8,3,1,0,0,0,0,0,5,c1
amateur,noun,4,0,2,2,1,42265916,144,2.823529412,421,11.0407,366,0.0407,180,5.8105,179,401,11.3868,380,0.0376,2.31,1016.589286,602.8854393,3506,7725,-4219,7,8,3,1,0,0,0,0,0,5,c1
amazed,adjective,1,1,0,0,0,3077159,213,4.176470588,778,20.4029,765,0.0851,511,16.4955,511,207,5.878,207,0.0205,1.52,957.392,399.9564012,8316,9597,-1281,6,10,2,1,0,0,0,0,0,3,b1
amazing,adjective,2,2,0,0,0,26630190,4140,81.17647059,7556,198.1548,7100,0.7895,19548,631.0245,19161,1805,51.2546,1742,0.1724,1.55,840.5661157,361.6560885,9,4226,-4217,7,11,3,1,0,0,0,0,0,3,a1
ambassador,noun,2,1,2,1,0,6071252,636,12.47058824,255,6.6873,237,0.0264,171,5.52,166,444,12.6078,427,0.0423,4.28,1096.455696,597.2950212,11050,11902,-852,10,11,4,2,1,0,2,0,289,4,c1
ambition,noun,3,2,2,2,0,2592749,273,5.352941176,285,7.4741,279,0.031,203,6.553,199,198,5.6224,196,0.0194,1.74,1017.922509,533.7831623,2513,760,1753,8,10,3,2,1,0,3,0,1599,5,b1
ambitious,adjective,2,1,0,0,1,3292680,242,4.745098039,353,9.2574,345,0.0384,122,3.9383,122,603,17.1227,595,0.0589,1.81,1051.337449,562.1206391,4366,1869,2497,9,10,3,2,1,0,4,0,617,5,b1
ambulance,noun,1,0,1,1,0,4363682,1142,22.39215686,268,7.0283,226,0.0251,95,3.0667,95,473,13.4313,431,0.0427,4.81,1038.581028,711.8065481,1848,9155,-7307,9,12,3,2,1,0,4,0,323,13,b2
amend,verb,3,2,3,1,1,7806844,38,0.745098039,74,1.9406,72,0.008,51,1.6463,50,164,4.6569,161,0.0159,2.32,1189.290476,664.9113524,24088,16934,7154,5,8,2,1,0,0,0,0,0,3,c1
amendment,noun,2,0,2,0,0,28151500,209,4.098039216,541,14.1876,465,0.0517,374,12.073,364,1519,43.1334,1376,0.1362,2.44,1286.743119,620.0840571,21407,7502,13905,9,12,3,2,1,0,4,0,288,3,c1
amount,noun,6,3,4,4,0,92039679,1258,24.66666667,4732,124.0959,4504,0.5008,1289,41.6099,1264,4092,116.196,3951,0.3911,2.74,943.2714932,521.9900979,4358,10710,-6352,6,10,2,2,0,1,0,309,0,12,a2
amount,verb,6,2,2,3,0,92039679,3,0.058823529,4732,124.0959,4504,0.5008,1289,41.6099,1264,4092,116.196,3951,0.3911,2.74,943.2714932,521.9900979,4358,10710,-6352,6,10,2,2,0,1,0,309,0,12,b2
amusing,adjective,2,2,0,0,0,2419640,448,8.784313725,441,11.5651,430,0.0478,179,5.7783,179,145,4.1174,144,0.0143,2.14,1062.705274,690.4504482,14732,4139,10593,7,11,3,1,0,0,0,0,0,4,b2
analogy,noun,3,1,3,0,1,2263449,58,1.137254902,299,7.8412,275,0.0306,153,4.939,151,85,2.4137,80,0.0079,1.61,1052.980392,657.7187397,5826,10239,-4413,7,12,4,2,1,0,1,0,2486,5,c1
analysis,noun,6,2,6,4,1,124949540,562,11.01960784,1245,32.6499,1152,0.1281,641,20.692,626,1685,47.8471,1633,0.1616,2.56,1011.141553,552.195861,1229,7876,-6647,8,12,4,1,0,0,0,0,0,3,b1
analyst,noun,3,1,3,2,0,16918240,177,3.470588235,182,4.7729,171,0.019,251,8.1025,242,1809,51.3682,1789,0.1771,4.23,1105.17623,614.3048647,5725,4169,1556,7,11,3,1,0,0,0,0,0,2,b2
ancestor,noun,1,1,1,1,1,1985344,86,1.68627451,95,2.4914,91,0.0101,19,0.6133,19,22,0.6247,22,0.0022,3.24,1107.727273,720.1690429,13764,11392,2372,8,10,3,1,0,0,0,0,0,3,b2
anchor,noun,5,3,3,1,0,8633382,343,6.725490196,320,8.3919,291,0.0324,249,8.0379,244,569,16.1573,540,0.0535,4.77,1030.431535,538.757541,12519,10629,1890,6,7,2,1,0,0,0,0,0,4,c1
ancient,adjective,4,0,0,0,0,23226415,1102,21.60784314,1718,45.0542,1570,0.1746,330,10.6527,324,610,17.3215,589,0.0583,2.04,1006.576271,571.2397627,4498,13880,-9382,7,11,2,1,0,0,0,0,0,2,a2
angel,noun,4,3,3,2,0,25294123,3828,75.05882353,1303,34.1709,1127,0.1253,972,31.3769,938,649,18.4289,605,0.0599,3.82,955.2727273,556.088544,282,10201,-9919,5,13,2,1,0,0,0,0,0,5,c1
anger,noun,5,3,3,2,0,7991036,804,15.76470588,1453,38.1047,1281,0.1424,657,21.2085,626,837,23.7674,811,0.0803,2.41,915.2017544,569.7917415,7096,7615,-519,5,7,2,1,0,0,0,0,0,1,b2
angle,noun,8,2,3,1,0,17016075,733,14.37254902,668,17.5182,632,0.0703,248,8.0056,245,313,8.8879,307,0.0304,3.5,1013.086792,596.5828989,3700,7627,-3927,5,9,2,1,0,0,0,0,0,12,b2
angry,adjective,3,1,0,0,1,9267505,3001,58.84313725,1950,51.1384,1744,0.1939,1375,44.3861,1341,1099,31.2071,1046,0.1035,2.53,955.1033058,591.7880649,1053,3520,-2467,5,8,2,1,0,0,0,0,0,4,a1
animal,noun,3,1,1,1,0,62566660,2312,45.33333333,2082,54.6001,1820,0.2024,1081,34.8955,1056,2011,57.1042,1818,0.18,4.61,891.1694915,381.2069367,247,2341,-2094,6,10,3,1,0,0,0,0,0,3,a1
animation,noun,6,5,6,2,0,17219873,61,1.196078431,332,8.7066,300,0.0334,169,5.4555,163,241,6.8434,218,0.0216,3.41,928.173913,395.8072239,983,1426,-443,9,14,4,3,2,0,6,0,2536,13,b2
ankle,noun,1,1,1,0,0,4146793,409,8.019607843,300,7.8674,264,0.0294,441,14.2358,425,940,26.6922,876,0.0867,4.81,1064.156627,612.1793199,7781,6149,1632,5,9,2,1,0,0,0,0,0,2,a2
anniversary,noun,1,1,1,1,0,18734145,931,18.25490196,1376,36.0854,1273,0.1416,1490,48.0984,1467,1405,39.8962,1368,0.1354,3.15,1172.647287,805.9901248,2667,9215,-6548,11,15,5,1,0,0,0,0,0,1,b2
announce,verb,4,3,4,2,0,11583296,498,9.764705882,758,19.8784,741,0.0824,1053,33.9917,1050,775,22.0068,766,0.0758,3.31,1110.904762,673.4342666,5482,2795,2687,8,10,2,1,0,0,0,0,0,4,b1
annoy,verb,1,1,1,1,0,1497815,127,2.490196078,126,3.3043,123,0.0137,285,9.2,283,16,0.4543,16,0.0016,1.93,1075.855932,604.3024222,11917,9184,2733,5,8,2,1,0,0,0,0,0,2,b1
annoying,adjective,2,1,0,0,0,5548132,519,10.17647059,930,24.3891,899,0.1,2571,82.9939,2537,203,5.7644,201,0.0199,2.31,1017.26,492.9823351,4946,221,4725,8,10,3,1,0,0,0,0,0,2,b1
annual,adjective,4,1,0,0,1,85043687,364,7.137254902,1661,43.5594,1598,0.1777,1681,54.264,1671,5718,162.3678,5562,0.5506,1.78,1024.717131,593.7283113,3882,1565,2317,6,11,3,2,1,0,2,0,1431,23,b2
annually,adverb,2,2,0,0,0,9528962,25,0.490196078,236,6.1891,233,0.0259,62,2.0014,62,1134,32.201,1112,0.1101,2.77,1081.784553,709.7012352,3949,4394,-445,8,12,4,3,2,0,4,0,4329,23,b2
anonymous,adjective,2,1,0,0,1,32563033,429,8.411764706,475,12.4568,447,0.0497,393,12.6863,390,568,16.1289,556,0.055,2.03,1023.775934,526.7472746,3271,2604,667,9,11,4,3,1,1,4,309,617,14,c1
another,determiner,1,0,0,0,0,192535750,25397,497.9803922,27962,733.2985,25871,2.8768,16893,545.3191,16432,22222,631.0138,21472,2.1254,2.69,949.9626866,543.4771378,462,4350,-3888,7,8,3,1,0,0,0,0,0,1,a1
another,pronoun,1,0,0,0,0,192535750,530,10.39215686,27962,733.2985,25871,2.8768,16893,545.3191,16432,22222,631.0138,21472,2.1254,2.69,949.9626866,543.4771378,462,4350,-3888,7,8,3,1,0,0,0,0,0,1,a1
answer,noun,15,2,5,4,1,64649558,4094,80.2745098,5510,144.4988,5090,0.566,4353,140.5182,4246,3404,96.6597,3279,0.3246,2.89,919.5287356,607.5368841,480,2104,-1624,6,8,2,1,0,0,0,0,0,5,a1
answer,verb,15,3,10,2,0,64649558,4857,95.23529412,5510,144.4988,5090,0.566,4353,140.5182,4246,3404,96.6597,3279,0.3246,2.89,919.5287356,607.5368841,480,2104,-1624,6,8,2,1,0,0,0,0,0,5,a1
anticipate,verb,6,5,6,3,0,2892087,129,2.529411765,218,5.717,213,0.0237,89,2.873,89,321,9.1151,320,0.0317,1.54,1171.661417,676.9299007,6473,4567,1906,10,15,4,1,0,0,0,0,0,3,b2
anxiety,noun,2,1,2,2,0,9539030,346,6.784313725,974,25.543,880,0.0979,393,12.6863,382,489,13.8856,472,0.0467,2.21,1062.784483,651.318394,7630,11972,-4342,7,13,4,2,1,0,3,0,580,3,b2
anxious,adjective,2,2,0,0,0,2984563,720,14.11764706,647,16.9675,619,0.0688,335,10.8141,327,314,8.9163,310,0.0307,1.68,1028.430233,689.1257283,8393,11934,-3541,7,8,2,2,1,0,4,0,617,3,b2
any,adverb,1,0,0,0,0,710741293,1604,31.45098039,39751,1042.463,36085,4.0126,27161,876.7781,26606,26159,742.8085,24687,2.4437,1.72,849.3478261,260.2137866,2543,7793,-5250,3,6,2,1,0,0,0,0,0,9,a2
any,determiner,1,0,0,0,0,710741293,54395,1066.568627,39751,1042.463,36085,4.0126,27161,876.7781,26606,26159,742.8085,24687,2.4437,1.72,849.3478261,260.2137866,2543,7793,-5250,3,6,2,1,0,0,0,0,0,9,a1
anything,pronoun,1,0,0,0,0,75985266,45682,895.7254902,15106,396.1522,14266,1.5864,11781,380.2998,11632,7275,206.5802,7060,0.6988,1.38,959.4,473.0801521,2613,3908,-1295,8,10,3,2,0,0,0,0,0,18,a1
anyway,adverb,2,2,0,0,0,24005157,12133,237.9019608,6733,176.5717,6589,0.7327,2632,84.963,2629,1187,33.7059,1181,0.1169,1.68,963.5363985,500.5677504,145,14695,-14550,6,11,3,2,0,0,0,0,0,72,a2
anywhere,adverb,1,1,0,0,0,23947583,4495,88.1372549,2072,54.3378,2042,0.2271,1516,48.9377,1504,1383,39.2715,1374,0.136,2.21,1038.736,632.3901196,186,9348,-9162,8,11,3,2,0,0,0,0,0,28,a2
apart,adverb,6,3,0,0,0,16507181,2146,42.07843137,2830,74.2163,2748,0.3056,1203,38.8338,1188,1395,39.6123,1378,0.1364,3.15,995.6935484,519.7078154,2336,8956,-6620,5,8,2,1,0,0,0,0,0,2,b1
apartment,noun,1,1,1,1,0,30771172,4230,82.94117647,1881,49.3289,1657,0.1843,1229,39.6731,1197,2295,65.1686,2170,0.2148,4.9,1110.436508,816.0240505,1855,1698,157,9,12,3,2,1,0,4,0,288,2,a1
apology,noun,3,2,3,0,0,2041402,802,15.7254902,331,8.6804,308,0.0342,242,7.8119,237,349,9.9102,337,0.0334,2.86,1048.111111,555.58276,3285,885,2400,7,12,4,2,1,0,1,0,2486,6,b2
apparatus,noun,2,1,2,2,0,5795626,77,1.509803922,135,3.5404,124,0.0138,19,0.6133,19,82,2.3285,79,0.0078,3.78,1184.135678,771.59756,21623,8578,13045,9,14,4,1,0,0,0,0,0,1,c1
apparent,adjective,2,2,0,0,0,9650402,216,4.235294118,888,23.2876,872,0.097,151,4.8744,150,911,25.8687,909,0.09,1.73,1208.935484,878.677763,9263,10237,-974,8,10,3,2,1,0,3,0,464,4,b2
apparently,adverb,2,2,0,0,0,15815805,2412,47.29411765,3875,101.6212,3773,0.4196,2958,95.4865,2953,2091,59.3758,2080,0.2059,1.75,1070.519231,647.6374257,6050,7098,-1048,10,12,4,3,2,0,5,0,3362,4,b2
appeal,noun,9,3,4,3,0,27829479,422,8.274509804,1516,39.7568,1374,0.1528,369,11.9116,362,2172,61.6759,2098,0.2077,1.73,1037.952991,570.3208512,8176,9454,-1278,6,8,2,1,0,0,0,0,0,2,b2
appeal,verb,9,3,4,2,1,27829479,239,4.68627451,1516,39.7568,1374,0.1528,369,11.9116,362,2172,61.6759,2098,0.2077,1.73,1037.952991,570.3208512,8176,9454,-1278,6,8,2,1,0,0,0,0,0,2,b2
appealing,adjective,3,1,0,0,2,3480503,89,1.745098039,587,15.394,570,0.0634,141,4.5516,141,530,15.0498,521,0.0516,2.17,1029.358333,629.5419972,8597,4247,4350,9,10,3,1,0,0,0,0,0,2,c1
appear,verb,6,4,4,4,2,42801104,1191,23.35294118,2424,63.569,2354,0.2618,665,21.4667,663,2566,72.8639,2517,0.2491,3.13,925.7905983,423.101337,3366,8573,-5207,6,8,2,1,0,0,0,0,0,6,a2
appearance,noun,6,3,6,4,2,16574606,593,11.62745098,1538,40.3338,1469,0.1634,590,19.0457,585,1839,52.2201,1821,0.1803,2.57,1078.923387,682.3531609,2338,13375,-11037,10,12,3,2,1,0,4,0,323,6,a2
appetite,noun,1,1,1,1,0,3346826,456,8.941176471,333,8.7329,323,0.0359,180,5.8105,179,315,8.9447,306,0.0303,2.74,1075.782805,605.6984908,8252,663,7589,8,12,3,1,0,0,0,0,0,1,c1
applaud,verb,2,1,2,2,1,912162,108,2.117647059,132,3.4617,128,0.0142,125,4.0351,124,151,4.2878,149,0.0147,3.8,1100.816425,655.212687,20346,10955,9391,7,9,2,1,0,0,0,0,0,1,c1
apple,noun,2,1,2,1,0,50551171,1205,23.62745098,2326,60.9989,1889,0.2101,2819,90.9995,2696,3122,88.652,2556,0.253,5,906.4862385,537.1455898,792,182,610,5,8,2,1,0,0,0,0,0,5,a1
applicable,adjective,2,0,0,0,0,34173309,14,0.274509804,202,5.2974,198,0.022,51,1.6463,51,96,2.726,91,0.009,2.3,1099.705179,595.7048201,5246,1937,3309,10,13,4,1,0,0,0,0,0,3,c1
applicant,noun,1,1,1,1,0,19198316,31,0.607843137,259,6.7922,188,0.0209,26,0.8393,26,148,4.2026,137,0.0136,4,1085.85446,564.6413141,9893,979,8914,9,11,3,1,0,0,0,0,0,1,b2
application,noun,6,5,7,5,0,152776595,510,10,1571,41.1992,1325,0.1473,754,24.3397,738,1282,36.4036,1207,0.1195,3.4,964.2248062,432.2876392,962,983,-21,11,15,4,2,1,0,3,0,1599,3,b1
appoint,verb,3,2,2,2,0,3696615,104,2.039215686,79,2.0718,73,0.0081,28,0.9039,28,265,7.5249,254,0.0251,2.24,1277.257642,945.5278202,12206,17466,-5260,7,10,2,1,0,0,0,0,0,6,c1
appointment,noun,6,4,6,2,0,16761764,1560,30.58823529,1216,31.8894,1080,0.1201,625,20.1755,617,854,24.2501,816,0.0808,3,1044.989761,566.91438,2306,6671,-4365,11,14,3,2,1,0,4,0,288,6,b1
appreciate,verb,5,4,5,1,2,13938792,4374,85.76470588,2187,57.3537,2133,0.2372,5259,169.7646,5232,953,27.0613,932,0.0923,2.23,1088,688.2341527,6901,941,5960,10,15,4,3,1,1,3,309,937,11,b1
approach,noun,14,8,9,4,0,64158347,673,13.19607843,2780,72.905,2602,0.2893,672,21.6927,665,3095,87.8853,3019,0.2988,2.74,1020.845411,632.5584092,5040,4572,468,8,12,2,1,0,0,0,0,0,3,b2
approach,verb,14,4,5,5,0,64158347,393,7.705882353,2780,72.905,2602,0.2893,672,21.6927,665,3095,87.8853,3019,0.2988,2.74,1020.845411,632.5584092,5040,4572,468,8,12,2,1,0,0,0,0,0,3,b2
approval,noun,4,3,4,4,3,35046541,429,8.411764706,622,16.3118,576,0.0641,341,11.0077,337,2168,61.5623,2097,0.2076,2.33,1011.324219,715.1884877,6423,3223,3200,8,12,3,2,1,0,2,0,1431,6,b2
approve,verb,2,1,2,2,2,9410993,580,11.37254902,275,7.2118,266,0.0296,339,10.9432,335,1171,33.2516,1139,0.1127,1.85,996.6,664.355955,4198,7478,-3280,7,9,2,1,0,0,0,0,0,6,b2
arbitrary,adjective,1,0,0,0,1,6442074,52,1.019607843,178,4.668,171,0.019,48,1.5495,48,80,2.2717,80,0.0079,1.62,1226.511521,787.1821352,18386,15069,3317,9,12,4,2,1,0,3,0,356,7,c1
architect,noun,1,1,1,1,0,8954294,331,6.490196078,272,7.1332,255,0.0284,144,4.6484,140,654,18.5709,628,0.0622,3.74,1117.995536,653.8710841,4313,4295,18,9,12,3,1,0,0,0,0,0,5,a2
architectural,adjective,1,0,0,0,0,10225722,63,1.235294118,262,6.8709,243,0.027,39,1.259,38,407,11.5571,392,0.0388,3.14,1325.15748,859.4025034,4869,7850,-2981,13,19,5,3,2,0,5,0,1529,5,c1
architecture,noun,4,1,4,2,0,41474428,162,3.176470588,616,16.1545,555,0.0617,261,8.4253,258,681,19.3376,636,0.063,3.59,1141.611321,731.3071707,1754,7055,-5301,12,15,4,2,1,0,3,0,98,5,a2
