Word,Definition,PoS1,PoS2,PoS3,PoS4,PoS5,PoS6,PoS7,PoS8,PoS9,N_senses,N_synonyms,N_hypernyms,N_hyponyms,N_antonyms,Google_freq,Movie_freq,Movie_freq_pm,BlogFreq,BlogFreqPm,BlogCD,BlogCDPc,TwitterFreq,TwitterFreqPm,TwitterCD,NewsFreq,NewsFreqPm,NewsCD,NewsCDPc,Concreteness_M,RT_correct_mean,RT_correct_std,Rank_L2,Rank_L1,Diff_L1_L2,Word_length,Phonetics_length,N_syllables,N_morphemes,N_suffixes,Prefix_length,Suffix_length,Prefix_famsize,Suffix_famsize,Root_famsize
oval,A body or figure in the shape of an egg or popularly of an ellipse.,0,0,0,0,1,0,0,0,0,2,1,1,1,0,7119163,58,1.137254902,365,9.5721,297,0.033,39,1.259,38,187,5.31,184,0.0182,4.04,1143.046999,775.9064595,18017,657,17360,4,10,2,2,1,0,2,0,1431,8
chivalry,A body or order of cavaliers or knights serving on horseback; illustrious warriors collectively; cavalry.,0,0,0,0,1,0,0,0,0,2,2,2,0,0,344671,61,1.196078431,27,0.7081,26,0.0029,31,1.0007,31,3,0.0852,3,0.0003,1.88,1146.624161,817.9899679,32141,11214,20927,8,13,3,1,0,0,0,0,0,1
projectile,A body projected or impelled forward by force; especially a missile adapted to be shot from a firearm.,0,0,0,0,1,0,0,0,0,3,2,2,2,0,619140,43,0.843137255,31,0.813,28,0.0031,16,0.5165,16,23,0.6531,22,0.0022,4.38,1276.817352,834.2618577,22108,9299,12809,10,16,3,3,1,3,3,119,10,36
pendulum,A body so suspended from a fixed point as to swing freely to and fro by the alternate action of gravity and momentum. It is used to regulate the movements of clockwork and other machinery.,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1167816,27,0.529411765,71,1.862,65,0.0072,47,1.5172,39,52,1.4766,52,0.0051,4.69,1031.19457,384.7272625,19895,8712,11183,8,12,3,2,1,0,4,0,1,34
geyser,A boiling spring which throws forth at frequent intervals jets of water mud etc. driven up by the expansive power of steam.,0,0,0,0,1,0,0,0,0,2,0,1,0,0,313513,11,0.215686275,11,0.2885,10,0.0011,2,0.0646,2,24,0.6815,23,0.0023,4.68,1351.155914,750.3246234,32536,26957,5579,6,8,2,1,0,0,0,0,0,1
bombshell,A bomb.,0,0,0,0,1,0,0,0,0,3,1,3,0,0,514928,41,0.803921569,30,0.7867,30,0.0033,31,1.0007,31,49,1.3914,49,0.0049,3.88,1217.490196,761.7364819,22124,10493,11631,9,9,2,2,0,0,0,0,0,16
goody,A bonbon cake or the like; -- usually in the pl.,0,0,0,0,1,0,0,0,0,1,1,1,1,0,733518,154,3.019607843,86,2.2553,75,0.0083,63,2.0337,60,37,1.0506,35,0.0035,2.04,1347.822917,768.0375208,20223,25147,-4924,5,7,2,2,1,0,1,0,2486,13
angular,A bone in the base of the lower jaw of many birds reptiles and fishes.,0,0,0,0,1,0,0,0,0,2,1,0,0,1,2282356,7,0.137254902,50,1.3112,45,0.005,1,0.0323,1,26,0.7383,26,0.0026,3.07,1167.613333,750.9955279,20695,15652,5043,7,10,3,2,1,0,2,0,129,12
customary,A book containing laws and usages or customs.,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1902031,111,2.176470588,118,3.0945,118,0.0131,11,0.3551,11,107,3.0384,107,0.0106,1.85,1357.075314,939.4263417,16608,11786,4822,9,12,4,2,1,0,3,0,356,7
storybook,A book containing stories or short narratives either true or false.,0,0,0,0,1,0,0,0,0,1,0,1,0,0,668432,27,0.529411765,47,1.2326,42,0.0047,10,0.3228,10,41,1.1642,41,0.0041,4.92,1198.049669,761.0560382,2591,1074,1517,9,13,3,2,0,0,0,0,0,57
herbal,A book containing the names and descriptions of plants.,0,0,0,0,1,0,0,0,0,2,1,1,1,0,10173511,77,1.509803922,216,5.6646,196,0.0218,88,2.8407,86,101,2.868,100,0.0099,3.57,998.6729323,406.3954415,5606,5629,-23,6,10,2,2,1,0,2,0,1431,7
ledger,A book in which a summary of accounts is laid up or preserved; the final book of record in business transactions in which all debits and credits from the journal etc. are placed under appropriate heads.,0,0,0,0,1,0,0,0,0,2,2,2,1,0,2840827,58,1.137254902,64,1.6784,60,0.0067,34,1.0975,33,106,3.01,103,0.0102,4.36,1246.956989,816.4530527,31483,19250,12233,6,9,2,2,1,0,2,0,2274,9
guidebook,A book of directions and information for travelers tourists etc.,0,0,0,0,1,0,0,0,0,1,1,1,1,0,2415999,36,0.705882353,54,1.4161,52,0.0058,9,0.2905,9,48,1.363,48,0.0048,4.83,1055.723404,409.3815335,3127,14013,-10886,9,11,2,2,0,0,0,0,0,61
cookbook,A book of directions and receipts for cooking; a cookery book.,0,0,0,0,1,0,0,0,0,1,1,1,0,0,8410461,37,0.725490196,458,12.011,380,0.0423,132,4.2611,131,264,7.4965,247,0.0244,4.9,1324.426829,877.3942036,4325,11743,-7418,8,9,2,2,0,0,0,0,0,62
handbook,A book of reference to be carried in the hand; a manual; a guidebook.,0,0,0,0,1,0,0,0,0,1,1,1,1,0,15687517,50,0.980392157,129,3.383,121,0.0135,57,1.84,57,60,1.7038,58,0.0057,4.64,1013.851064,601.0842617,2484,7298,-4814,8,10,2,2,0,0,0,0,0,114
sketchbook,A book of sketches or for sketches.,0,0,0,0,1,0,0,0,0,1,1,1,0,0,477135,10,0.196078431,90,2.3602,70,0.0078,23,0.7425,23,8,0.2272,8,0.0008,4.79,1275.189781,755.4305619,8509,14601,-6092,10,12,2,2,0,0,0,0,0,62
almanac,A book or table containing a calendar of days and months to which astronomical data and various statistics are often added such as the times of the rising and setting of the sun and moon eclipses hours of full tide stated festivals of churches terms of courts etc.,0,0,0,0,1,0,0,0,0,2,1,2,0,0,3370384,43,0.843137255,28,0.7343,24,0.0027,21,0.6779,21,13,0.3691,13,0.0013,4.44,1383.518519,854.6240469,29617,25920,3697,7,11,3,1,0,0,0,0,0,1
yearbook,A book published yearly; any annual report or summary of the statistics or facts of a year designed to be used as a reference book.,0,0,0,0,1,0,0,0,0,2,1,2,1,0,2106514,242,4.745098039,49,1.285,45,0.005,139,4.487,137,62,1.7605,53,0.0052,4.58,1199.472574,857.8321788,7799,14143,-6344,8,10,2,2,0,0,0,0,0,60
codex,A book; a manuscript.,0,0,0,0,1,0,0,0,0,2,1,2,0,0,1224930,11,0.215686275,30,0.7867,24,0.0027,10,0.3228,9,4,0.1136,4,0.0004,3.78,1171.944186,621.9008746,15677,36086,-20409,5,11,2,1,0,0,0,0,0,1
abyss,A bottomless or unfathomed depth gulf or chasm; hence any deep immeasurable and specifically hell or the bottomless pit.,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1152408,91,1.784313725,167,4.3795,157,0.0175,64,2.066,60,44,1.2494,43,0.0043,3.07,1073.156398,757.6201644,22916,9108,13808,5,7,2,1,0,0,0,0,0,1
juicy,A bounding with juice; succulent.,1,0,0,0,0,0,0,0,0,4,3,0,0,1,3778910,220,4.31372549,326,8.5493,319,0.0355,289,9.3291,284,326,9.2571,322,0.0319,3.96,988.5150215,512.3160738,5251,7611,-2360,5,10,2,2,1,0,1,0,2486,5
rainbow,A bow or arch exhibiting in concentric bands the several colors of the spectrum and formed in the part of the hemisphere opposite to the sun by the refraction and reflection of the sun's rays in drops of falling rain.,0,0,0,0,1,0,0,0,0,2,0,2,0,0,11360882,397,7.784313725,590,15.4726,534,0.0594,557,17.9804,544,331,9.399,317,0.0314,4.57,966.5970874,478.4731996,858,5126,-4268,7,12,2,2,0,0,0,0,0,19
archer,A bowman one skilled in the use of the bow and arrow.,0,0,0,0,1,0,0,0,0,3,3,2,1,0,2762538,250,4.901960784,101,2.6487,90,0.01,68,2.1951,62,89,2.5272,86,0.0085,3.9,1160.063745,688.5329592,15113,12379,2734,6,9,2,1,0,0,0,0,0,2
hive,A box basket or other structure for the reception and habitation of a swarm of honeybees.,0,0,0,0,1,0,0,0,0,6,2,3,1,0,975507,50,0.980392157,132,3.4617,96,0.0107,72,2.3242,71,64,1.8173,55,0.0054,4.83,1083.994764,579.876407,26361,635,25726,4,8,1,1,0,0,0,0,0,2
cage,A box or inclosure wholly or partly of openwork in wood or metal used for confining birds or other animals.,0,0,0,0,1,0,0,0,0,6,3,4,2,0,6355861,952,18.66666667,453,11.8798,383,0.0426,315,10.1684,310,363,10.3077,331,0.0328,5,1057.873563,633.6443216,6626,762,5864,4,10,1,1,0,0,0,0,0,2
schoolboy,A boy belonging to or attending a school.,0,0,0,0,1,0,0,0,0,1,0,1,0,0,295070,66,1.294117647,29,0.7605,29,0.0032,18,0.5811,18,22,0.6247,22,0.0022,4.5,1367.527559,1084.613892,6475,21360,-14885,9,12,2,2,0,0,0,0,0,48
groom,A boy or young man; a waiter; a servant; especially a man or boy who has charge of horses or the stable.,0,0,0,0,1,0,0,0,0,6,3,3,2,0,2637912,327,6.411764706,262,6.8709,225,0.025,57,1.84,57,206,5.8496,175,0.0173,4.54,1053.457143,611.5227058,14267,3696,10571,5,8,1,1,0,0,0,0,0,2
newsboy,A boy who distributes or sells newspaper.,0,0,0,0,1,0,0,0,0,1,1,1,0,0,88512,14,0.274509804,9,0.236,9,0.001,1,0.0323,1,7,0.1988,7,0.0007,4.42,1441.76555,842.7569555,18401,26476,-8075,7,12,2,2,0,0,0,0,0,67
chicory,A branching perennial plant (Cichorium Intybus) with bright blue flowers growing wild in Europe Asia and America; also cultivated for its roots and as a salad plant; succory; wild endive.,0,0,0,0,1,0,0,0,0,4,4,4,1,0,186015,8,0.156862745,19,0.4983,17,0.0019,7,0.226,6,16,0.4543,14,0.0014,4.05,1454.863636,928.0006374,43780,41706,2074,7,12,3,1,0,0,0,0,0,1
iconoclast,A breaker or destroyer of images or idols; a determined enemy of idol worship.,0,0,0,0,1,0,0,0,0,2,1,2,0,0,134167,1,0.019607843,4,0.1049,4,0.0004,2,0.0646,2,7,0.1988,7,0.0007,2.85,1449.350877,988.4481534,43329,39494,3835,10,17,4,2,0,0,0,0,0,6
debacle,A breaking or bursting forth; a violent rush or flood of waters which breaks down opposing barriers and hurls forward and disperses blocks of stone and other debris.,0,0,0,0,1,0,0,0,0,3,2,3,0,0,556654,34,0.666666667,101,2.6487,101,0.0112,65,2.0983,65,123,3.4927,122,0.0121,2.29,1258.503704,845.955945,36706,27176,9530,7,14,3,1,0,0,0,0,0,1
thrill,A breathing place or hole; a nostril as of a bird.,0,0,0,0,0,0,0,0,1,7,2,3,0,0,2690034,338,6.62745098,345,9.0476,337,0.0375,154,4.9712,150,238,6.7582,235,0.0233,2.46,1011.491597,489.241398,9290,7245,2045,6,7,1,1,0,0,0,0,0,3
poodle,A breed of dogs having curly hair and often showing remarkable intelligence in the performance of tricks.,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1159696,145,2.843137255,49,1.285,45,0.005,53,1.7109,51,42,1.1926,38,0.0038,4.89,1261.285714,814.1561242,25990,2515,23475,6,10,2,1,0,0,0,0,0,1
bloodhound,A breed of large and powerful dogs with long smooth and pendulous ears and remarkable for acuteness of smell. It is employed to recover game or prey which has escaped wounded from a hunter and for tracking criminals. Formerly it was used for pursuing runaway slaves. Other varieties of dog are often used for the same purpose and go by the same name. The Cuban bloodhound is said to be a variety of the mastiff.,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2407510,44,0.862745098,13,0.3409,13,0.0014,9,0.2905,9,9,0.2556,9,0.0009,4.76,1301.044118,788.1244888,19655,5782,13873,10,13,2,2,0,0,0,0,0,29
mastiff,A breed of large dogs noted for strength and courage. There are various strains differing in form and color and characteristic of different countries.,0,0,0,0,1,0,0,0,0,1,0,1,1,0,542726,6,0.117647059,7,0.1836,6,0.0007,9,0.2905,9,3,0.0852,3,0.0003,4.69,1434.105882,1021.086294,34199,28426,5773,7,10,2,1,0,0,0,0,0,1
crossbreed,A breed or an animal produced from parents of different breeds; a new variety as of plants combining the qualities of two parent varieties or stocks.,0,0,0,0,1,0,0,0,0,2,1,1,1,0,56980,2,0.039215686,3,0.0787,3,0.0003,0,0,0,1,0.0284,1,0.0001,3.04,1427.098131,657.6416356,25196,16402,8794,10,12,2,2,0,5,0,21,0,7
keel,A brewer's cooling vat; a keelfat.,0,0,0,0,1,0,0,0,0,3,1,3,1,0,1023303,34,0.666666667,52,1.3637,51,0.0057,12,0.3874,12,75,2.1297,71,0.007,3.48,1207.606838,567.912268,41414,30270,11144,4,7,1,1,0,0,0,0,0,1
brewery,A brewhouse; the building and apparatus where brewing is carried on.,0,0,0,0,1,0,0,0,0,1,0,1,1,0,2383143,92,1.803921569,1561,40.937,1313,0.146,317,10.233,307,556,15.7881,488,0.0483,4.62,1150.13913,713.7153591,18726,2689,16037,7,10,3,2,1,0,3,0,356,3
drawbridge,A bridge of which either the whole or a part is made to be raised up let down or drawn or turned aside to admit or hinder communication at pleasure as before the gate of a town or castle or over a navigable river or canal.,0,0,0,0,1,0,0,0,0,1,1,1,0,0,133349,27,0.529411765,8,0.2098,8,0.0009,1,0.0323,1,4,0.1136,4,0.0004,4.89,1669.467742,1265.954696,39952,14583,25369,10,13,2,2,0,0,0,0,0,21
brig,A bridge.,0,0,0,0,1,0,0,0,0,2,0,2,0,0,805525,155,3.039215686,38,0.9965,31,0.0034,13,0.4197,13,39,1.1074,39,0.0039,4.48,1402.679487,908.1006079,50468,40918,9550,4,7,1,1,0,0,0,0,0,1
posy,A brief poetical sentiment; hence any brief sentiment motto or legend; especially one inscribed on a ring.,0,0,0,0,1,0,0,0,0,1,1,1,0,0,189674,9,0.176470588,7,0.1836,5,0.0006,2,0.0646,2,1,0.0284,1,0.0001,4.12,1497.186275,683.1505601,45146,36556,8590,4,9,2,1,0,0,0,0,0,1
bulletin,A brief statement of facts respecting some passing event as military operations or the health of some distinguished personage issued by authority for the information of the public.,0,0,0,0,1,0,0,0,0,2,0,1,1,0,21741926,183,3.588235294,159,4.1697,145,0.0161,109,3.5186,108,119,3.3791,116,0.0115,4.72,1131.684211,637.511452,14717,4993,9724,8,11,3,1,0,0,0,0,0,1
libel,A brief writing of any kind esp. a declaration bill certificate request supplication etc.,0,0,0,0,1,0,0,0,0,3,0,2,0,0,866830,56,1.098039216,74,1.9406,59,0.0066,22,0.7102,21,30,0.8519,28,0.0028,2.21,1293.176471,977.2198804,49083,27973,21110,5,11,2,1,0,0,0,0,0,3
glare,A bright dazzling light; splendor that dazzles the eyes; a confusing and bewildering light.,0,0,0,0,1,0,0,0,0,6,3,3,1,0,1567097,62,1.215686275,157,4.1173,153,0.017,50,1.614,50,80,2.2717,80,0.0079,3.83,1003.470297,491.9072857,26714,15630,11084,5,8,1,1,0,0,0,0,0,2
glitter,A bright sparkling light; brilliant and showy luster; brilliancy.,0,0,0,0,1,0,0,0,0,3,2,2,1,0,2788928,97,1.901960784,813,21.3208,656,0.0729,240,7.7474,226,85,2.4137,77,0.0076,4.43,993.8134921,508.7036733,11530,6550,4980,7,8,2,1,0,0,0,0,0,1
nickel,A bright silver-white metallic element. It is of the iron group and is hard malleable and ductile. It occurs combined with sulphur in millerite with arsenic in the mineral niccolite and with arsenic and sulphur in nickel glance. Symbol Ni. Atomic weight 58.6.,0,0,0,0,1,0,0,0,0,4,2,3,0,0,6105089,425,8.333333333,75,1.9669,68,0.0076,110,3.5509,103,155,4.4014,150,0.0148,4.79,1178.508,805.5880151,14163,4836,9327,6,9,2,1,0,0,0,0,0,1
marinade,A brine or pickle containing wine and spices for enriching the flavor of meat and fish.,0,0,0,0,1,0,0,0,0,2,1,1,0,0,602864,2,0.039215686,163,4.2746,139,0.0155,17,0.5488,16,132,3.7483,112,0.0111,4.07,1272.270642,732.8893109,20732,17848,2884,8,13,3,2,1,0,3,0,5,5
evangelist,A bringer of the glad tidings of Church and his doctrines. Specially: (a) A missionary preacher sent forth to prepare the way for a resident pastor; an itinerant missionary preacher. (b) A writer of one of the four Gospels (With the definite article).,0,0,0,0,1,0,0,0,0,2,2,2,1,0,878138,6,0.117647059,63,1.6522,60,0.0067,33,1.0653,33,52,1.4766,52,0.0051,3.44,1099.912844,551.102771,13577,18671,-5094,10,16,4,2,1,0,3,0,462,8
scuttle,A broad shallow basket.,0,0,0,0,1,0,0,0,0,3,2,2,1,0,181331,33,0.647058824,10,0.2622,10,0.0011,2,0.0646,2,24,0.6815,24,0.0024,3.35,1234.592593,633.1783797,43056,18288,24768,7,10,2,1,0,0,0,0,0,2
blackboard,A broad board painted black or any black surface on which writing drawing or the working of mathematical problems can be done with chalk or crayons. It is much used in schools.,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2075979,58,1.137254902,64,1.6784,60,0.0067,131,4.2288,128,31,0.8803,29,0.0029,4.72,1186.164063,639.2969579,4516,2849,1667,10,11,2,2,0,0,0,0,0,84
flipper,A broad flat limb used for swimming as those of seals sea turtles whales etc.,0,0,0,0,1,0,0,0,0,2,1,2,0,0,564088,32,0.62745098,9,0.236,6,0.0007,23,0.7425,23,14,0.3975,14,0.0014,4.26,1251.25,893.5292368,12265,10755,1510,7,8,2,2,1,0,2,0,2274,2
shield,A broad piece of defensive armor carried on the arm -- formerly in general use in war for the protection of the body.,0,0,0,0,1,0,0,0,0,5,2,3,3,0,9374574,335,6.568627451,375,9.8343,323,0.0359,125,4.0351,123,326,9.2571,308,0.0305,4.66,971.7548077,443.7741434,7989,5375,2614,6,8,1,1,0,0,0,0,0,4
plank,A broad piece of sawed timber differing from a board only in being thicker.,0,0,0,0,1,0,0,0,0,5,1,2,1,0,1265284,95,1.862745098,135,3.5404,108,0.012,69,2.2274,65,136,3.8618,120,0.0119,5,1218.083721,680.2507595,16213,934,15279,5,8,1,1,0,0,0,0,0,2
stockbroker,A broker who deals in stocks.,0,0,0,0,1,0,0,0,0,1,0,1,0,0,225887,54,1.058823529,6,0.1573,6,0.0007,1,0.0323,1,22,0.6247,22,0.0022,4.32,1423.490291,751.8374872,22432,10583,11849,11,14,3,3,1,0,2,0,2274,34
fibula,A brooch clasp or buckle.,0,0,0,0,1,0,0,0,0,1,1,1,0,0,104206,9,0.176470588,4,0.1049,4,0.0004,2,0.0646,2,21,0.5963,21,0.0021,4.76,1390.685039,805.3087518,41232,27689,13543,6,10,3,1,0,0,0,0,0,1
bordello,A brothel; a bawdyhouse; a house devoted to prostitution.,0,0,0,0,1,0,0,0,0,1,1,1,1,0,167700,15,0.294117647,17,0.4458,14,0.0016,9,0.2905,9,7,0.1988,7,0.0007,4.04,1421.326531,956.8923366,46694,40197,6497,8,12,3,1,0,0,0,0,0,1
friar,A brother or member of any religious order but especially of one of the four mendicant orders viz: (a) Minors Gray Friars or Franciscans. (b) Augustines. (c) Dominicans or Black Friars. (d) White Friars or Carmelites.,0,0,0,0,1,0,0,0,0,1,1,1,1,0,422181,85,1.666666667,20,0.5245,19,0.0021,6,0.1937,6,34,0.9655,30,0.003,3.88,1302.070796,748.5141319,43086,24271,18815,5,10,2,1,0,0,0,0,0,2
toothbrush,A brush for cleaning the teeth.,0,0,0,0,1,0,0,0,0,2,1,2,1,0,1085306,254,4.980392157,66,1.7308,61,0.0068,224,7.2309,217,34,0.9655,32,0.0032,5,1155.647887,758.5672817,2777,9044,-6267,10,11,2,2,0,0,0,0,0,28
hairbrush,A brush for cleansing and smoothing the hair.,0,0,0,0,1,0,0,0,0,1,0,1,0,0,109948,32,0.62745098,16,0.4196,14,0.0016,14,0.4519,14,4,0.1136,4,0.0004,4.75,1213.37276,717.7976089,4486,3450,1036,9,11,2,2,0,0,0,0,0,41
blubber,A bubble.,0,0,0,0,1,0,0,0,0,4,1,2,1,1,134238,43,0.843137255,13,0.3409,13,0.0014,14,0.4519,14,2,0.0568,2,0.0002,3.93,1208.124224,638.5268373,33614,9879,23735,7,8,2,1,0,0,0,0,0,1
gem,A bud.,0,0,0,0,1,0,0,0,0,5,5,5,3,0,6147908,126,2.470588235,441,11.5651,421,0.0468,253,8.167,249,226,6.4175,217,0.0215,4.88,1033.860577,542.8788041,17204,9018,8186,3,8,1,1,0,0,0,0,0,2
harlequin,A buffoon dressed in party-colored clothes who plays tricks often without speaking to divert the bystanders or an audience; a merry-andrew; originally a droll rogue of Italian comedy.,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1046186,17,0.333333333,74,1.9406,55,0.0061,4,0.1291,4,16,0.4543,15,0.0015,3.48,1334.674556,631.4137628,26953,27295,-342,9,13,3,1,0,0,0,0,0,1
antic,A buffoon or merry-andrew; one that practices odd gesticulations; the Fool of the old play.,0,0,0,0,1,0,0,0,0,3,1,1,1,0,147936,4,0.078431373,12,0.3147,12,0.0013,0,0,0,7,0.1988,7,0.0007,2.16,1253.718615,707.0859941,19929,19579,350,5,8,2,1,0,0,0,0,0,1
jester,A buffoon; a merry-andrew; a court fool.,0,0,0,0,1,0,0,0,0,1,1,1,0,0,842423,117,2.294117647,39,1.0228,38,0.0042,15,0.4842,15,19,0.5395,18,0.0018,4.64,1091.11811,665.9082187,40641,17512,23129,6,10,2,2,1,0,2,0,2274,3
storehouse,A building for keeping goods of any kind especially provisions; a magazine; a repository; a warehouse.,0,0,0,0,1,0,0,0,0,1,1,1,1,0,300748,16,0.31372549,20,0.5245,17,0.0019,8,0.2582,8,9,0.2556,9,0.0009,4.62,1265.549296,753.1755489,8513,24123,-15610,10,12,2,2,0,0,0,0,0,99
barrack,A building for soldiers especially when in garrison. Commonly in the pl. originally meaning temporary huts but now usually applied to a permanent structure or set of buildings.,0,0,0,0,1,0,0,0,0,4,2,1,1,0,244214,15,0.294117647,12,0.3147,12,0.0013,8,0.2582,8,8,0.2272,8,0.0008,4.78,1472.989637,896.7046034,26378,26176,202,7,8,2,1,0,0,0,0,0,1
outbuilding,A building separate from and subordinate to the main house; an outhouse.,0,0,0,0,1,0,0,0,0,1,0,1,1,0,109799,11,0.215686275,8,0.2098,8,0.0009,0,0,0,8,0.2272,8,0.0008,3.89,1703.590674,1006.654217,26562,30402,-3840,11,13,3,2,0,3,0,107,0,13
playhouse,A building used for dramatic exhibitions; a theater.,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1646694,32,0.62745098,52,1.3637,50,0.0056,90,2.9053,89,179,5.0829,167,0.0165,4.72,1159.351916,605.8827792,7690,916,6774,9,13,2,2,0,0,0,0,0,127
smokehouse,A building where meat or fish is cured by subjecting it to a dense smoke.,0,0,0,0,1,0,0,0,0,1,1,1,0,0,189143,18,0.352941176,11,0.2885,11,0.0012,13,0.4197,13,34,0.9655,30,0.003,4.32,1517.103175,954.7166604,14805,13199,1606,10,14,2,2,0,0,0,0,0,103
guardhouse,A building which is occupied by the guard and in which soldiers are confined for misconduct; hence a lock-up.,0,0,0,0,1,0,0,0,0,1,0,1,0,0,24276,36,0.705882353,3,0.0787,3,0.0003,0,0,0,2,0.0568,2,0.0002,4.67,1425.574561,764.5027745,11668,27625,-15957,10,12,2,2,0,0,0,0,0,113
dome,A building; a house; an edifice; -- used chiefly in poetry.,0,0,0,0,1,0,0,0,0,4,2,4,1,0,5482989,97,1.901960784,171,4.4844,154,0.0171,256,8.2639,252,468,13.2893,422,0.0418,4.74,1170.083333,844.3047694,18201,10109,8092,4,8,1,1,0,0,0,0,0,2
edifice,A building; a structure; an architectural fabric; -- chiefly applied to elegant houses and other large buildings.,0,0,0,0,1,0,0,0,0,1,1,1,1,0,351673,20,0.392156863,38,0.9965,36,0.004,1,0.0323,1,24,0.6815,24,0.0024,3.64,1472.969925,1153.360084,40870,29726,11144,7,9,3,1,0,0,0,0,0,1
saffron,A bulbous iridaceous plant (Crocus sativus) having blue flowers with large yellow stigmas.,0,0,0,0,1,0,0,0,0,3,2,3,1,0,939951,18,0.352941176,137,3.5928,125,0.0139,15,0.4842,15,95,2.6976,89,0.0088,4.44,1184.691358,557.682007,31784,19866,11918,7,9,2,1,0,0,0,0,0,1
snowdrop,A bulbous plant (Galanthus nivalis) bearing white flowers which often appear while the snow is on the ground. It is cultivated in gardens for its beauty.,0,0,0,0,1,0,0,0,0,1,1,1,0,0,76181,1,0.019607843,4,0.1049,4,0.0004,0,0,0,0,0,0,0,4.5,1459.811518,959.0437486,21330,36207,-14877,8,12,2,2,0,0,0,0,0,32
hyacinth,A bulbous plant of the genus Hyacinthus bearing beautiful spikes of fragrant flowers. H. orientalis is a common variety.,0,0,0,0,1,0,0,0,0,2,1,2,1,0,407411,21,0.411764706,27,0.7081,24,0.0027,3,0.0968,3,15,0.4259,14,0.0014,4.5,1203.341085,761.7547023,38500,37473,1027,8,13,3,1,0,0,0,0,0,1
rouse,A bumper in honor of a toast or health.,0,0,0,0,1,0,0,0,0,4,4,4,3,2,812361,47,0.921568627,43,1.1277,43,0.0048,17,0.5488,17,93,2.6408,82,0.0081,2.56,1360.095808,823.6060237,36973,25821,11152,5,8,1,1,0,0,0,0,0,1
reap,A bundle of grain; a handful of grain laid down by the reaper as it is cut.,0,0,0,0,0,0,0,0,1,2,2,2,1,0,1793273,132,2.588235294,156,4.0911,137,0.0152,100,3.2281,92,143,4.0606,141,0.014,3.14,1217.33871,680.7407875,28609,10231,18378,4,7,1,1,0,0,0,0,0,3
